Age,IsAdult,Job,Qualification,MaritalStatus,Gender,BankBalance,Salary
20,1,PrivateJob,Bachelor,Married,Male,121568,<=50K
26,1,PrivateJob,Masters,Married,Male,139098,<=50K
46,1,PrivateJob,Bachelor,Married,Male,357338,<=50K
31,1,PrivateJob,Bachelor,UnMarried,Female,283268,<=50K
40,1,PrivateJob,Bachelor,Married,Male,572751,>50K
40,1,PrivateJob,Bachelor,Divorced,Female,315321,<=50K
31,1,PrivateJob,Bachelor,UnMarried,Female,120461,<=50K
32,1,SelfEmployed,Doctorate,Married,Male,65278,<=50K
23,1,SelfEmployed,Bachelor,Divorced,Male,208503,<=50K
25,1,GovtJob,Masters,UnMarried,Male,112835,<=50K
37,1,PrivateJob,Bachelor,Married,Male,265038,<=50K
18,0,PrivateJob,Bachelor,UnMarried,Female,89478,<=50K
55,1,PrivateJob,Bachelor,Widowed,Female,276229,<=50K
52,1,PrivateJob,School,Divorced,Female,366232,<=50K
26,1,PrivateJob,Bachelor,UnMarried,Female,152035,<=50K
37,1,PrivateJob,Bachelor,UnMarried,Male,205339,>50K
39,1,PrivateJob,Bachelor,Divorced,Female,75995,<=50K
62,1,SelfEmployed,Bachelor,Divorced,Female,192236,>50K
19,1,SelfEmployed,Bachelor,UnMarried,Female,188618,<=50K
47,1,PrivateJob,Bachelor,Married,Male,229737,>50K
51,1,GovtJob,Bachelor,Married,Male,199688,>50K
55,1,PrivateJob,Bachelor,Divorced,Female,52953,<=50K
30,1,PrivateJob,Bachelor,Married,Male,221043,<=50K
59,1,GovtJob,Bachelor,Married,Male,115389,<=50K
45,1,SelfEmployed,School,Married,Male,204205,<=50K
52,1,PrivateJob,Bachelor,Married,Male,338816,>50K
21,1,PrivateJob,Bachelor,UnMarried,Male,197387,<=50K
31,1,PrivateJob,Bachelor,Married,Male,42485,<=50K
29,1,PrivateJob,Bachelor,UnMarried,Male,367706,<=50K
24,1,PrivateJob,Bachelor,Married,Male,102493,<=50K
17,0,PrivateJob,School,UnMarried,Male,263746,<=50K
47,1,PrivateJob,Bachelor,Divorced,Female,115358,<=50K
46,1,PrivateJob,Bachelor,Married,Male,189680,>50K
32,1,SelfEmployed,Bachelor,Divorced,Female,282622,<=50K
34,1,PrivateJob,School,UnMarried,Male,127651,<=50K
63,1,PrivateJob,School,Married,Male,230823,<=50K
21,1,PrivateJob,Bachelor,UnMarried,Male,300812,<=50K
18,0,PrivateJob,Bachelor,UnMarried,Male,174732,<=50K
49,1,GovtJob,Doctorate,Married,Male,183710,>50K
81,1,SelfEmployed,Bachelor,Widowed,Female,137018,<=50K
36,1,SelfEmployed,Bachelor,Married,Male,213008,>50K
47,1,PrivateJob,Bachelor,Married,Male,357848,>50K
36,1,PrivateJob,Masters,Married,Male,165799,>50K
39,1,SelfEmployed,Bachelor,Married,Male,188571,<=50K
46,1,PrivateJob,Bachelor,UnMarried,Female,97883,<=50K
43,1,GovtJob,Bachelor,Married,Female,105862,>50K
39,1,GovtJob,Bachelor,Divorced,Female,57424,<=50K
29,1,PrivateJob,Bachelor,Divorced,Female,151476,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,129583,<=50K
57,1,PrivateJob,School,Married,Male,180920,<=50K
38,1,SelfEmployed,Bachelor,UnMarried,Female,182416,<=50K
25,1,PrivateJob,Bachelor,UnMarried,Female,251915,<=50K
39,1,GovtJob,Bachelor,Married,Male,187127,<=50K
24,1,PrivateJob,Bachelor,UnMarried,Male,69045,<=50K
56,1,PrivateJob,Masters,Married,Male,192869,>50K
39,1,PrivateJob,School,Divorced,Female,74163,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,60847,<=50K
17,0,SelfEmployed,School,UnMarried,Female,213055,<=50K
67,1,SelfEmployed,Bachelor,Divorced,Female,116057,<=50K
41,1,PrivateJob,Bachelor,UnMarried,Male,82393,<=50K
24,1,GovtJob,Bachelor,UnMarried,Female,134181,<=50K
51,1,PrivateJob,Bachelor,Divorced,Male,159910,>50K
30,1,SelfEmployed,Bachelor,Divorced,Female,117570,<=50K
47,1,SelfEmployed,Bachelor,Married,Male,214169,>50K
56,1,PrivateJob,Bachelor,UnMarried,Male,56331,<=50K
51,1,PrivateJob,Bachelor,Divorced,Male,35576,<=50K
57,1,SelfEmployed,Bachelor,Married,Male,149168,<=50K
34,1,PrivateJob,Bachelor,Divorced,Female,157165,<=50K
24,1,PrivateJob,Bachelor,UnMarried,Male,278130,<=50K
57,1,PrivateJob,Bachelor,Married,Male,257200,<=50K
38,1,PrivateJob,Bachelor,Married,Male,283122,>50K
23,1,PrivateJob,Bachelor,UnMarried,Female,580248,<=50K
35,1,PrivateJob,School,Married,Male,230054,<=50K
58,1,PrivateJob,Bachelor,Married,Male,519006,<=50K
19,1,SelfEmployed,Bachelor,UnMarried,Female,37332,<=50K
19,1,SelfEmployed,School,UnMarried,Male,365871,<=50K
68,1,GovtJob,Doctorate,Married,Male,235882,>50K
43,1,PrivateJob,Bachelor,Married,Male,336513,>50K
17,0,PrivateJob,School,UnMarried,Female,115551,<=50K
53,1,GovtJob,Doctorate,Married,Male,50048,>50K
37,1,SelfEmployed,Doctorate,Married,Male,382802,>50K
21,1,SelfEmployed,Bachelor,UnMarried,Male,180303,<=50K
63,1,PrivateJob,Bachelor,Married,Male,106023,>50K
31,1,PrivateJob,Bachelor,Married,Male,332379,<=50K
29,1,PrivateJob,Bachelor,Married,Male,95465,<=50K
43,1,GovtJob,Bachelor,Married,Male,96102,>50K
27,1,PrivateJob,Bachelor,UnMarried,Female,36440,>50K
25,1,SelfEmployed,Bachelor,UnMarried,Male,209384,<=50K
28,1,PrivateJob,Bachelor,UnMarried,Female,50814,<=50K
54,1,PrivateJob,Bachelor,Divorced,Female,143865,<=50K
74,1,SelfEmployed,Bachelor,Widowed,Female,104661,<=50K
31,1,GovtJob,Bachelor,UnMarried,Female,50442,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Male,236601,<=50K
19,1,PrivateJob,Bachelor,UnMarried,Female,100999,<=50K
39,1,SelfEmployed,School,Widowed,Female,362685,<=50K
61,1,SelfEmployed,Bachelor,Married,Female,32423,<=50K
59,1,SelfEmployed,Bachelor,Married,Female,154236,>50K
27,1,SelfEmployed,Bachelor,Married,Female,153546,>50K
19,1,PrivateJob,Bachelor,UnMarried,Female,182355,<=50K
23,1,SelfEmployed,Bachelor,UnMarried,Male,191444,<=50K
25,1,GovtJob,Bachelor,Divorced,Female,44216,<=50K
40,1,PrivateJob,Bachelor,Married,Male,97688,>50K
53,1,PrivateJob,School,Divorced,Female,209022,<=50K
32,1,PrivateJob,Bachelor,UnMarried,Male,96016,<=50K
72,1,SelfEmployed,Doctorate,Married,Male,52138,>50K
61,1,PrivateJob,School,Married,Male,159046,<=50K
42,1,PrivateJob,Bachelor,Married,Male,138634,<=50K
17,0,PrivateJob,School,UnMarried,Female,130125,<=50K
73,1,PrivateJob,Bachelor,Married,Male,247355,<=50K
41,1,SelfEmployed,Bachelor,Divorced,Male,227065,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,244771,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,215616,<=50K
65,1,PrivateJob,Bachelor,Married,Male,386672,<=50K
45,1,SelfEmployed,Bachelor,Married,Female,177543,<=50K
52,1,GovtJob,Bachelor,Married,Male,617021,>50K
24,1,GovtJob,Bachelor,UnMarried,Female,117109,<=50K
23,1,PrivateJob,Bachelor,Married,Male,373550,<=50K
30,1,PrivateJob,Bachelor,Divorced,Female,19847,<=50K
26,1,PrivateJob,Bachelor,UnMarried,Male,189590,<=50K
37,1,SelfEmployed,Bachelor,Divorced,Male,58343,<=50K
17,0,PrivateJob,Bachelor,UnMarried,Male,354201,<=50K
31,1,PrivateJob,Bachelor,Married,Male,119422,<=50K
52,1,PrivateJob,Bachelor,Divorced,Female,363405,<=50K
63,1,PrivateJob,Bachelor,UnMarried,Male,181863,<=50K
27,1,PrivateJob,Bachelor,UnMarried,Female,194472,<=50K
31,1,PrivateJob,School,Married,Male,247328,<=50K
71,1,SelfEmployed,Bachelor,Widowed,Female,130731,<=50K
35,1,PrivateJob,Bachelor,Married,Male,236910,<=50K
44,1,PrivateJob,Bachelor,Married,Female,378251,<=50K
36,1,PrivateJob,Masters,Married,Male,120760,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Female,203182,<=50K
32,1,PrivateJob,Bachelor,Married,Male,130304,<=50K
30,1,GovtJob,Bachelor,Divorced,Female,352542,<=50K
60,1,SelfEmployed,Bachelor,Married,Male,191024,<=50K
25,1,PrivateJob,Bachelor,UnMarried,Female,197728,<=50K
76,1,PrivateJob,School,Widowed,Female,316185,<=50K
41,1,PrivateJob,Bachelor,Divorced,Male,89226,<=50K
26,1,PrivateJob,School,Married,Male,292353,<=50K
45,1,PrivateJob,School,Married,Male,304570,<=50K
32,1,PrivateJob,Bachelor,Divorced,Female,180296,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Male,361487,<=50K
39,1,PrivateJob,Bachelor,Married,Male,218490,>50K
63,1,SelfEmployed,Bachelor,UnMarried,Male,231777,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,189832,<=50K
61,1,PrivateJob,School,Married,Male,232308,<=50K
31,1,GovtJob,Bachelor,Married,Male,33308,<=50K
25,1,PrivateJob,School,Married,Male,333677,<=50K
33,1,PrivateJob,Bachelor,UnMarried,Female,170651,<=50K
39,1,PrivateJob,Bachelor,Married,Female,343403,<=50K
53,1,PrivateJob,Bachelor,Married,Female,166386,<=50K
26,1,GovtJob,Bachelor,UnMarried,Female,48099,<=50K
21,1,PrivateJob,Bachelor,UnMarried,Male,143062,<=50K
18,0,PrivateJob,Bachelor,UnMarried,Male,104704,<=50K
34,1,PrivateJob,Bachelor,Married,Male,30497,>50K
44,1,GovtJob,Masters,Married,Male,174325,>50K
31,1,PrivateJob,Bachelor,Divorced,Male,286675,<=50K
44,1,PrivateJob,Bachelor,Married,Male,59474,>50K
42,1,PrivateJob,Bachelor,Married,Male,378384,>50K
43,1,PrivateJob,Bachelor,Married,Male,245842,<=50K
33,1,PrivateJob,Bachelor,Married,Male,274222,>50K
21,1,PrivateJob,Bachelor,UnMarried,Female,342575,<=50K
30,1,PrivateJob,Bachelor,Married,Male,206051,>50K
55,1,PrivateJob,Bachelor,Married,Male,234213,<=50K
57,1,PrivateJob,Bachelor,UnMarried,Female,145189,<=50K
37,1,PrivateJob,Bachelor,UnMarried,Male,233490,<=50K
32,1,PrivateJob,Bachelor,Married,Male,344129,>50K
62,1,SelfEmployed,Bachelor,Married,Male,171315,>50K
31,1,SelfEmployed,Bachelor,UnMarried,Male,181485,>50K
51,1,PrivateJob,Bachelor,Married,Male,255412,>50K
37,1,PrivateJob,Masters,Divorced,Female,262409,<=50K
45,1,PrivateJob,School,Married,Male,199590,<=50K
47,1,PrivateJob,Bachelor,Married,Male,84726,<=50K
31,1,SelfEmployed,Bachelor,Divorced,Male,226883,<=50K
75,1,SelfEmployed,School,Married,Male,184335,<=50K
43,1,PrivateJob,Masters,Married,Male,102025,<=50K
39,1,PrivateJob,Bachelor,Married,Male,183898,>50K
30,1,PrivateJob,Bachelor,Married,Male,55291,>50K
27,1,PrivateJob,School,UnMarried,Male,150025,<=50K
44,1,PrivateJob,Bachelor,Married,Male,100584,<=50K
53,1,GovtJob,Masters,Divorced,Female,181755,>50K
40,1,PrivateJob,Bachelor,Married,Male,150528,<=50K
18,0,PrivateJob,School,UnMarried,Female,107277,<=50K
33,1,PrivateJob,Bachelor,Married,Male,247205,<=50K
20,1,PrivateJob,Bachelor,UnMarried,Male,291979,<=50K
38,1,PrivateJob,Bachelor,Married,Male,270985,<=50K
48,1,PrivateJob,Bachelor,Divorced,Female,62605,<=50K
46,1,SelfEmployed,Bachelor,Married,Male,176863,<=50K
51,1,PrivateJob,Bachelor,Married,Male,53197,<=50K
35,1,SelfEmployed,Bachelor,UnMarried,Female,267776,<=50K
24,1,PrivateJob,School,UnMarried,Male,308205,<=50K
30,1,PrivateJob,Bachelor,Divorced,Male,306383,<=50K
70,1,PrivateJob,Bachelor,Married,Male,35494,<=50K
26,1,PrivateJob,Bachelor,Married,Male,291968,<=50K
34,1,PrivateJob,Bachelor,Married,Male,80933,<=50K
46,1,PrivateJob,Bachelor,Married,Male,271828,>50K
70,1,PrivateJob,Bachelor,Married,Female,121993,<=50K
37,1,GovtJob,Bachelor,Married,Male,31023,<=50K
36,1,SelfEmployed,Bachelor,Divorced,Female,36425,<=50K
23,1,PrivateJob,School,UnMarried,Female,407684,<=50K
28,1,PrivateJob,Bachelor,Married,Male,241895,<=50K
44,1,SelfEmployed,Bachelor,Married,Male,158555,>50K
58,1,PrivateJob,Bachelor,Divorced,Male,140363,<=50K
53,1,PrivateJob,Bachelor,Married,Male,123429,>50K
23,1,PrivateJob,Bachelor,Married,Male,40060,<=50K
26,1,PrivateJob,Bachelor,UnMarried,Male,290286,<=50K
21,1,SelfEmployed,Bachelor,Married,Male,249271,<=50K
34,1,GovtJob,Masters,Divorced,Female,106169,<=50K
43,1,PrivateJob,School,Married,Male,76487,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Male,437994,<=50K
41,1,PrivateJob,Bachelor,Married,Male,113555,>50K
36,1,PrivateJob,Bachelor,Married,Male,160120,<=50K
41,1,GovtJob,Bachelor,Married,Female,343079,<=50K
27,1,PrivateJob,Bachelor,UnMarried,Male,406662,<=50K
42,1,SelfEmployed,Bachelor,Married,Male,37618,<=50K
27,1,PrivateJob,Bachelor,UnMarried,Female,114158,<=50K
41,1,PrivateJob,Bachelor,Divorced,Male,115562,<=50K
32,1,PrivateJob,Bachelor,Married,Female,353994,>50K
21,1,PrivateJob,Bachelor,UnMarried,Male,344891,<=50K
44,1,PrivateJob,Bachelor,Married,Male,286750,>50K
29,1,PrivateJob,Bachelor,UnMarried,Male,194197,<=50K
19,1,SelfEmployed,Bachelor,UnMarried,Female,206599,<=50K
21,1,GovtJob,Bachelor,UnMarried,Male,596776,<=50K
46,1,PrivateJob,Bachelor,Married,Male,56841,<=50K
38,1,PrivateJob,Bachelor,Married,Male,112561,>50K
43,1,PrivateJob,Bachelor,UnMarried,Male,147110,>50K
54,1,SelfEmployed,Bachelor,Married,Male,175339,>50K
38,1,PrivateJob,Masters,Married,Male,234901,>50K
18,0,SelfEmployed,Bachelor,UnMarried,Male,298133,<=50K
50,1,PrivateJob,Bachelor,Married,Female,217083,>50K
30,1,PrivateJob,Bachelor,Married,Female,97757,>50K
30,1,PrivateJob,School,Married,Male,151868,<=50K
28,1,GovtJob,Bachelor,UnMarried,Female,25864,<=50K
26,1,PrivateJob,Bachelor,UnMarried,Female,109419,<=50K
37,1,GovtJob,Bachelor,Married,Male,203070,<=50K
32,1,PrivateJob,Bachelor,Married,Male,107843,>50K
64,1,GovtJob,Masters,Married,Female,264544,>50K
18,0,PrivateJob,Bachelor,UnMarried,Female,148644,<=50K
30,1,PrivateJob,Bachelor,Married,Male,125762,<=50K
36,1,SelfEmployed,Bachelor,Married,Female,53606,<=50K
18,0,PrivateJob,School,UnMarried,Male,193741,<=50K
27,1,PrivateJob,Bachelor,Married,Male,588905,<=50K
49,1,PrivateJob,School,Married,Male,115613,<=50K
46,1,GovtJob,Bachelor,Married,Male,222374,>50K
37,1,PrivateJob,Bachelor,Married,Male,185359,<=50K
30,1,PrivateJob,Bachelor,Divorced,Male,173647,<=50K
29,1,PrivateJob,Bachelor,Divorced,Female,31166,<=50K
22,1,SelfEmployed,Bachelor,UnMarried,Male,517995,<=50K
25,1,SelfEmployed,Bachelor,Married,Male,189027,<=50K
38,1,PrivateJob,Bachelor,Divorced,Female,296125,<=50K
32,1,SelfEmployed,Bachelor,Divorced,Female,640383,<=50K
35,1,PrivateJob,Bachelor,Married,Male,334291,<=50K
56,1,PrivateJob,Masters,Married,Male,318450,>50K
29,1,PrivateJob,Bachelor,Divorced,Female,174163,<=50K
41,1,PrivateJob,Bachelor,Married,Male,119721,<=50K
47,1,PrivateJob,Bachelor,Married,Male,142719,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,162593,<=50K
46,1,SelfEmployed,Bachelor,Married,Male,236852,>50K
28,1,GovtJob,Bachelor,UnMarried,Male,154863,<=50K
39,1,PrivateJob,Bachelor,Divorced,Female,168894,<=50K
42,1,SelfEmployed,Bachelor,Married,Female,344920,<=50K
39,1,PrivateJob,Bachelor,Married,Male,33355,>50K
68,1,SelfEmployed,School,Married,Male,196782,<=50K
37,1,SelfEmployed,Bachelor,Married,Male,291518,>50K
57,1,PrivateJob,Bachelor,UnMarried,Female,170244,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Female,369549,<=50K
24,1,PrivateJob,Bachelor,UnMarried,Male,23438,>50K
19,1,PrivateJob,Bachelor,UnMarried,Male,202673,<=50K
55,1,PrivateJob,Bachelor,Divorced,Female,171780,<=50K
37,1,GovtJob,Bachelor,Married,Male,264503,<=50K
37,1,GovtJob,Bachelor,UnMarried,Female,244341,<=50K
28,1,PrivateJob,Bachelor,Married,Male,209109,<=50K
27,1,PrivateJob,Bachelor,UnMarried,Female,187392,<=50K
40,1,GovtJob,Bachelor,UnMarried,Female,119578,<=50K
51,1,PrivateJob,Bachelor,Divorced,Female,195105,<=50K
52,1,PrivateJob,Bachelor,Married,Male,101752,<=50K
74,1,SelfEmployed,Bachelor,Widowed,Female,95825,<=50K
49,1,SelfEmployed,Bachelor,Married,Male,362654,>50K
20,1,SelfEmployed,Bachelor,UnMarried,Female,29810,<=50K
40,1,GovtJob,Bachelor,Divorced,Female,77332,<=50K
80,1,PrivateJob,Bachelor,UnMarried,Male,87518,<=50K
63,1,PrivateJob,Bachelor,Married,Male,113324,<=50K
63,1,PrivateJob,Bachelor,Divorced,Male,96299,>50K
51,1,PrivateJob,Bachelor,Divorced,Female,237729,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,200973,<=50K
66,1,SelfEmployed,Bachelor,Widowed,Male,212456,<=50K
33,1,SelfEmployed,Bachelor,Married,Male,131568,<=50K
49,1,PrivateJob,Bachelor,Married,Male,185859,<=50K
20,1,PrivateJob,Bachelor,UnMarried,Male,231981,<=50K
33,1,SelfEmployed,Bachelor,Married,Male,117963,>50K
26,1,PrivateJob,Bachelor,Married,Male,78172,<=50K
52,1,PrivateJob,Bachelor,Married,Male,164135,>50K
33,1,PrivateJob,Bachelor,Married,Male,171216,>50K
47,1,PrivateJob,Bachelor,Divorced,Male,140664,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Male,249277,<=50K
53,1,GovtJob,Bachelor,Married,Male,117847,<=50K
19,1,PrivateJob,Bachelor,UnMarried,Male,52372,<=50K
26,1,GovtJob,Bachelor,UnMarried,Male,95806,<=50K
53,1,PrivateJob,School,Married,Male,137428,>50K
65,1,PrivateJob,Bachelor,UnMarried,Male,169047,<=50K
68,1,PrivateJob,Bachelor,Married,Male,339168,<=50K
30,1,PrivateJob,School,UnMarried,Male,504725,<=50K
28,1,PrivateJob,School,Married,Male,132870,<=50K
54,1,GovtJob,School,Married,Male,135840,<=50K
30,1,PrivateJob,Bachelor,UnMarried,Male,35644,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Male,198148,<=50K
25,1,PrivateJob,Bachelor,UnMarried,Male,220098,<=50K
19,1,PrivateJob,School,UnMarried,Male,262515,<=50K
19,1,SelfEmployed,Bachelor,UnMarried,Female,423863,<=50K
32,1,GovtJob,Bachelor,Married,Male,111567,>50K
23,1,PrivateJob,Bachelor,UnMarried,Female,194096,<=50K
51,1,GovtJob,Bachelor,Married,Male,420917,<=50K
25,1,PrivateJob,Bachelor,Married,Male,197871,>50K
46,1,GovtJob,Bachelor,UnMarried,Female,253116,<=50K
38,1,PrivateJob,Bachelor,Divorced,Female,206535,<=50K
26,1,GovtJob,Bachelor,Married,Male,70447,>50K
46,1,PrivateJob,Bachelor,Divorced,Female,201217,<=50K
25,1,PrivateJob,Bachelor,UnMarried,Female,209970,<=50K
20,1,PrivateJob,Bachelor,UnMarried,Female,196745,<=50K
29,1,GovtJob,Masters,Married,Male,175262,<=50K
51,1,SelfEmployed,Masters,Married,Male,304955,>50K
40,1,PrivateJob,Bachelor,Married,Male,181265,<=50K
24,1,PrivateJob,Bachelor,UnMarried,Female,200973,<=50K
24,1,SelfEmployed,Bachelor,UnMarried,Male,37440,<=50K
31,1,PrivateJob,Bachelor,Married,Female,395170,<=50K
54,1,SelfEmployed,Bachelor,Divorced,Female,32385,<=50K
34,1,PrivateJob,Bachelor,Divorced,Male,353213,<=50K
19,1,PrivateJob,Bachelor,UnMarried,Male,38619,<=50K
21,1,PrivateJob,Bachelor,UnMarried,Male,177711,<=50K
21,1,PrivateJob,School,Married,Male,190761,<=50K
23,1,PrivateJob,Bachelor,Married,Male,27776,<=50K
37,1,GovtJob,Bachelor,UnMarried,Male,470663,<=50K
40,1,PrivateJob,Masters,Married,Male,71738,>50K
57,1,PrivateJob,Bachelor,Married,Male,74156,<=50K
48,1,PrivateJob,Bachelor,Married,Male,202467,>50K
24,1,PrivateJob,School,Married,Male,123983,<=50K
43,1,PrivateJob,Bachelor,Married,Male,193494,<=50K
32,1,SelfEmployed,Bachelor,UnMarried,Female,169886,<=50K
40,1,PrivateJob,Bachelor,UnMarried,Female,130571,<=50K
52,1,SelfEmployed,Bachelor,Married,Male,90363,>50K
49,1,PrivateJob,Bachelor,Divorced,Male,83444,<=50K
45,1,SelfEmployed,Bachelor,Married,Male,239093,<=50K
62,1,GovtJob,Bachelor,UnMarried,Male,151369,<=50K
29,1,PrivateJob,Bachelor,Married,Male,56630,<=50K
49,1,PrivateJob,Bachelor,Divorced,Female,117095,<=50K
55,1,GovtJob,Bachelor,Divorced,Female,189985,<=50K
20,1,SelfEmployed,Bachelor,UnMarried,Male,34862,<=50K
37,1,SelfEmployed,Bachelor,UnMarried,Male,126675,<=50K
43,1,GovtJob,Bachelor,Married,Male,199806,>50K
29,1,PrivateJob,Bachelor,Divorced,Female,57596,<=50K
44,1,PrivateJob,Bachelor,Married,Female,103459,>50K
28,1,PrivateJob,Bachelor,Divorced,Male,282398,>50K
38,1,PrivateJob,Bachelor,UnMarried,Female,298841,<=50K
45,1,PrivateJob,Bachelor,Married,Male,33300,>50K
22,1,SelfEmployed,Bachelor,UnMarried,Male,306031,<=50K
19,1,PrivateJob,Bachelor,UnMarried,Female,306467,<=50K
20,1,PrivateJob,School,UnMarried,Male,189888,<=50K
60,1,PrivateJob,Bachelor,Married,Male,83861,<=50K
30,1,PrivateJob,Bachelor,UnMarried,Female,117393,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Male,129934,<=50K
51,1,PrivateJob,Bachelor,Divorced,Female,179010,<=50K
31,1,PrivateJob,Bachelor,UnMarried,Female,375680,<=50K
48,1,PrivateJob,Bachelor,Divorced,Female,316101,<=50K
43,1,PrivateJob,Bachelor,Married,Male,293305,>50K
51,1,GovtJob,Bachelor,Divorced,Male,175750,<=50K
41,1,PrivateJob,Bachelor,Married,Male,121718,>50K
62,1,SelfEmployed,Bachelor,Married,Male,94931,<=50K
50,1,GovtJob,Bachelor,Married,Male,229272,>50K
46,1,PrivateJob,Bachelor,Married,Female,142828,>50K
54,1,PrivateJob,Bachelor,Married,Male,22743,>50K
68,1,PrivateJob,Bachelor,Married,Male,76371,>50K
23,1,SelfEmployed,Bachelor,UnMarried,Male,216129,<=50K
49,1,PrivateJob,Masters,UnMarried,Female,107425,<=50K
24,1,PrivateJob,School,Married,Male,611029,<=50K
30,1,GovtJob,Bachelor,Married,Male,363032,<=50K
38,1,PrivateJob,Bachelor,Married,Male,170020,<=50K
34,1,PrivateJob,Bachelor,UnMarried,Female,137900,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Male,322674,<=50K
30,1,PrivateJob,School,Divorced,Male,23778,<=50K
61,1,PrivateJob,School,Married,Male,147845,<=50K
36,1,PrivateJob,Bachelor,Divorced,Male,175759,<=50K
51,1,SelfEmployed,Bachelor,Married,Male,166459,<=50K
43,1,PrivateJob,School,Married,Female,128212,>50K
54,1,GovtJob,Bachelor,Married,Male,127455,>50K
63,1,PrivateJob,Bachelor,Widowed,Female,134699,<=50K
51,1,PrivateJob,Bachelor,Married,Male,254230,>50K
63,1,SelfEmployed,School,Married,Male,159715,<=50K
51,1,GovtJob,Masters,Married,Male,116286,>50K
27,1,PrivateJob,Bachelor,Divorced,Female,146719,<=50K
35,1,PrivateJob,Bachelor,Married,Male,361888,>50K
31,1,SelfEmployed,Bachelor,Married,Female,26553,>50K
46,1,SelfEmployed,Bachelor,Divorced,Male,32825,<=50K
53,1,PrivateJob,Bachelor,Married,Male,225768,>50K
26,1,GovtJob,Bachelor,Divorced,Male,393728,<=50K
43,1,PrivateJob,Bachelor,UnMarried,Male,160369,<=50K
39,1,PrivateJob,Bachelor,Married,Male,191807,>50K
50,1,GovtJob,Bachelor,Divorced,Male,176969,<=50K
54,1,GovtJob,Bachelor,Married,Male,33863,>50K
62,1,SelfEmployed,Bachelor,Married,Female,182687,>50K
57,1,GovtJob,Bachelor,Divorced,Female,141459,<=50K
19,1,SelfEmployed,Bachelor,UnMarried,Male,174233,<=50K
29,1,GovtJob,Bachelor,UnMarried,Male,95393,<=50K
20,1,PrivateJob,Bachelor,UnMarried,Male,221095,<=50K
53,1,PrivateJob,Bachelor,Married,Male,104501,>50K
18,0,SelfEmployed,Bachelor,UnMarried,Male,437851,<=50K
22,1,SelfEmployed,Bachelor,UnMarried,Male,131230,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Male,495888,<=50K
69,1,PrivateJob,School,Married,Male,185691,<=50K
56,1,PrivateJob,School,Married,Male,201822,<=50K
53,1,GovtJob,Bachelor,Married,Male,549341,<=50K
28,1,PrivateJob,Bachelor,UnMarried,Male,247445,<=50K
28,1,PrivateJob,Bachelor,Married,Male,199566,<=50K
33,1,SelfEmployed,Bachelor,Married,Male,139057,>50K
48,1,PrivateJob,Bachelor,Divorced,Female,185039,<=50K
61,1,PrivateJob,Bachelor,Married,Male,166124,>50K
49,1,PrivateJob,Bachelor,Married,Male,82649,<=50K
48,1,PrivateJob,Bachelor,Married,Male,109275,<=50K
32,1,PrivateJob,School,Married,Male,408328,<=50K
51,1,PrivateJob,Bachelor,Married,Male,186338,>50K
27,1,SelfEmployed,Bachelor,UnMarried,Male,130856,<=50K
19,1,PrivateJob,Bachelor,UnMarried,Male,251579,<=50K
47,1,PrivateJob,Bachelor,Married,Male,76612,<=50K
25,1,PrivateJob,Bachelor,UnMarried,Male,22546,<=50K
72,1,PrivateJob,Bachelor,Married,Male,53684,<=50K
29,1,PrivateJob,School,Divorced,Male,183627,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Female,73203,<=50K
57,1,PrivateJob,Bachelor,Married,Male,108426,<=50K
50,1,PrivateJob,Bachelor,Married,Male,116287,<=50K
45,1,SelfEmployed,Bachelor,Married,Male,145697,<=50K
52,1,PrivateJob,Bachelor,Divorced,Male,326156,>50K
53,1,PrivateJob,Masters,Married,Male,201127,>50K
36,1,PrivateJob,Bachelor,Married,Male,250791,<=50K
46,1,PrivateJob,Bachelor,Married,Male,328216,>50K
20,1,PrivateJob,Bachelor,UnMarried,Female,400443,<=50K
75,1,PrivateJob,School,Widowed,Male,95985,<=50K
32,1,GovtJob,Bachelor,Married,Male,127651,>50K
28,1,PrivateJob,Bachelor,Married,Male,250679,<=50K
53,1,PrivateJob,Masters,Divorced,Female,103950,<=50K
17,0,PrivateJob,School,UnMarried,Female,200199,<=50K
46,1,GovtJob,Bachelor,Divorced,Female,295791,<=50K
39,1,PrivateJob,Bachelor,Divorced,Female,191841,<=50K
38,1,PrivateJob,Bachelor,Divorced,Male,82622,<=50K
